fact_forecasts_key,mtn_name,region_group_key,mtn_range,subrange,latitude,longitude,geo_dimension,elevation,elevation_feature,time_of_scrape,local_time_issued,local_time_of_forecast,time_diff_hours,forecast_time_name,forecast_status,forecast_phrase,wind_speed,actual_wind_speed,wind_speed_diff,abs_wind_speed_diff,snow,actual_snow,snow_diff,abs_snow_diff,rain,actual_rain,rain_diff,abs_rain_diff,max_temp,actual_max_temp,max_temp_diff,abs_max_temp_diff,min_temp,actual_min_temp,min_temp_diff,abs_min_temp_diff,chill,actual_chill,chill_diff,abs_chill_diff,i
bd16c118f5b03c679775bf021ad4db9b,mount_everest,0,greater_himalaya,central_nepal_himalaya,27.98806,86.925,"27.98806,86.925",8000,,2024-06-22T18:00:00,2024-06-22T16:00:00,2024-06-22T15:00:00,-1,pm,actual,snow_shwrs,5,5,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-11,-11,0,0,-12,-12,0,0,-17,-17,0,0,1
d7620e5198e662311abaee4a2626ac8f,mount_everest,0,greater_himalaya,central_nepal_himalaya,27.98806,86.925,"27.98806,86.925",8000,,2024-06-22T18:00:00,2024-06-22T16:00:00,2024-06-22T23:00:00,7,night,forecast,some_clouds,5,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11,-11,0,0,-12,-13,1,1,-16,-13,-3,3,2
f295621bc9f7ea68c121d1b29006a441,mount_everest,0,greater_himalaya,central_nepal_himalaya,27.98806,86.925,"27.98806,86.925",8000,,2024-06-22T18:00:00,2024-06-22T16:00:00,2024-06-23T07:00:00,15,am,forecast,some_clouds,5,10,-5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13,-13,0,0,-13,-13,0,0,-13,-17,4,4,3
bd22bb6e3d09bf294ab952a274ca71ee,mount_everest,0,greater_himalaya,central_nepal_himalaya,27.98806,86.925,"27.98806,86.925",8000,,2024-06-22T18:00:00,2024-06-22T16:00:00,2024-06-23T15:00:00,23,pm,forecast,snow_shwrs,5,5,0,0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-11,-11,0,0,-12,-12,0,0,-16,-15,-1,1,4
87d4fe24ec2f0054bc2399949d26a056,mount_everest,0,greater_himalaya,central_nepal_himalaya,27.98806,86.925,"27.98806,86.925",8000,,2024-06-22T18:00:00,2024-06-22T16:00:00,2024-06-23T23:00:00,31,night,forecast,clear,10,5,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11,-11,0,0,-12,-13,1,1,-18,-17,-1,1,5
56c25b085b0c752743acc7b0b9ff50a3,mount_everest,0,greater_himalaya,central_nepal_himalaya,27.98806,86.925,"27.98806,86.925",8000,,2024-06-22T18:00:00,2024-06-22T16:00:00,2024-06-24T07:00:00,39,am,forecast,some_clouds,5,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13,-12,-1,1,-13,-12,-1,1,-19,-15,-4,4,6
18797f4ee1924361fe4adf4e50d15685,mount_everest,0,greater_himalaya,central_nepal_himalaya,27.98806,86.925,"27.98806,86.925",8000,,2024-06-22T18:00:00,2024-06-22T16:00:00,2024-06-24T15:00:00,47,pm,forecast,snow_shwrs,5,5,0,0,6.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,-10,-10,0,0,-11,-11,0,0,-14,-15,1,1,7
e7c846d4a935142af30ddb04f503c77b,mount_everest,0,greater_himalaya,central_nepal_himalaya,27.98806,86.925,"27.98806,86.925",8000,,2024-06-22T18:00:00,2024-06-22T16:00:00,2024-06-24T23:00:00,55,night,forecast,some_clouds,15,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10,-10,0,0,-12,-11,-1,1,-20,-17,-3,3,8
f6f404bf503554dde286b37a249393e8,mount_everest,0,greater_himalaya,central_nepal_himalaya,27.98806,86.925,"27.98806,86.925",8000,,2024-06-22T18:00:00,2024-06-22T16:00:00,2024-06-25T07:00:00,63,am,forecast,snow_shwrs,15,10,5,5,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,-12,-12,0,0,-12,-12,0,0,-20,-16,-4,4,9
0e936f491c7988bb45de33e9ffeebb59,mount_everest,0,greater_himalaya,central_nepal_himalaya,27.98806,86.925,"27.98806,86.925",8000,,2024-06-22T18:00:00,2024-06-22T16:00:00,2024-06-25T15:00:00,71,pm,forecast,snow_shwrs,10,0,10,10,6.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,-10,-10,0,0,-10,-11,1,1,-18,-16,-2,2,10
