fact_forecasts_key,mtn_name,region_group_key,mtn_range,subrange,latitude,longitude,geo_dimension,elevation,elevation_feature,time_of_scrape,local_time_issued,local_time_of_forecast,time_diff_hours,forecast_time_name,forecast_status,forecast_phrase,wind_speed,actual_wind_speed,wind_speed_diff,abs_wind_speed_diff,snow,actual_snow,snow_diff,abs_snow_diff,rain,actual_rain,rain_diff,abs_rain_diff,max_temp,actual_max_temp,max_temp_diff,abs_max_temp_diff,min_temp,actual_min_temp,min_temp_diff,abs_min_temp_diff,chill,actual_chill,chill_diff,abs_chill_diff,i
54c48543c7a42a4bf44a4d9109c9c6bb,mount_everest,0,greater_himalaya,central_nepal_himalaya,27.98806,86.925,"27.98806,86.925",8000,,2024-06-17T00:00:00,2024-06-16T22:00:00,2024-06-16T23:00:00,1,night,actual,clear,10,10,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11,-11,0,0,-11,-11,0,0,-18,-18,0,0,1
9f026f1f0224752835060c0c388f2054,mount_everest,0,greater_himalaya,central_nepal_himalaya,27.98806,86.925,"27.98806,86.925",8000,,2024-06-17T00:00:00,2024-06-16T22:00:00,2024-06-17T07:00:00,9,am,forecast,some_clouds,10,15,-5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11,-11,0,0,-13,-12,-1,1,-18,-19,1,1,2
3b5ead1edbf9c009427773f7b7eaac23,mount_everest,0,greater_himalaya,central_nepal_himalaya,27.98806,86.925,"27.98806,86.925",8000,,2024-06-17T00:00:00,2024-06-16T22:00:00,2024-06-17T15:00:00,17,pm,forecast,some_clouds,20,20,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10,-10,0,0,-11,-11,0,0,-18,-19,1,1,3
bff9dda023404ad6720f781fc7c7c565,mount_everest,0,greater_himalaya,central_nepal_himalaya,27.98806,86.925,"27.98806,86.925",8000,,2024-06-17T00:00:00,2024-06-16T22:00:00,2024-06-17T23:00:00,25,night,forecast,some_clouds,15,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10,-10,0,0,-12,-10,-2,2,-17,-18,1,1,4
9d8206f084db526d7230965c865ef679,mount_everest,0,greater_himalaya,central_nepal_himalaya,27.98806,86.925,"27.98806,86.925",8000,,2024-06-17T00:00:00,2024-06-16T22:00:00,2024-06-18T07:00:00,33,am,forecast,some_clouds,10,10,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12,-10,-2,2,-12,-12,0,0,-12,-17,5,5,5
6cd7a4815290a2fcc42c5263da4ba727,mount_everest,0,greater_himalaya,central_nepal_himalaya,27.98806,86.925,"27.98806,86.925",8000,,2024-06-17T00:00:00,2024-06-16T22:00:00,2024-06-18T15:00:00,41,pm,forecast,snow_shwrs,15,10,5,5,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,-10,-10,0,0,-11,-12,1,1,-18,-19,1,1,6
7da0f5b696ba14e0cbf31e28a67a0a5a,mount_everest,0,greater_himalaya,central_nepal_himalaya,27.98806,86.925,"27.98806,86.925",8000,,2024-06-17T00:00:00,2024-06-16T22:00:00,2024-06-18T23:00:00,49,night,forecast,some_clouds,15,25,-10,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10,-10,0,0,-11,-11,0,0,-17,-20,3,3,7
f0fac55aff7263bbecdb37cacb06397d,mount_everest,0,greater_himalaya,central_nepal_himalaya,27.98806,86.925,"27.98806,86.925",8000,,2024-06-17T00:00:00,2024-06-16T22:00:00,2024-06-19T07:00:00,57,am,forecast,some_clouds,10,25,-15,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11,-11,0,0,-13,-11,-2,2,-20,-20,0,0,8
f59437e1c3f32e53c49edaa2fe239d1e,mount_everest,0,greater_himalaya,central_nepal_himalaya,27.98806,86.925,"27.98806,86.925",8000,,2024-06-17T00:00:00,2024-06-16T22:00:00,2024-06-19T15:00:00,65,pm,forecast,snow_shwrs,10,25,-15,15,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-11,-10,-1,1,-12,-11,-1,1,-20,-20,0,0,9
6916bf6308e75dd4ab327167353d0dba,mount_everest,0,greater_himalaya,central_nepal_himalaya,27.98806,86.925,"27.98806,86.925",8000,,2024-06-17T00:00:00,2024-06-16T22:00:00,2024-06-19T23:00:00,73,night,forecast,some_clouds,10,25,-15,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10,-12,2,2,-11,-13,2,2,-11,-23,12,12,10
4aff7b417ac4ee7a7e3cdd1016bddb43,mount_everest,0,greater_himalaya,central_nepal_himalaya,27.98806,86.925,"27.98806,86.925",8000,,2024-06-17T00:00:00,2024-06-16T22:00:00,2024-06-20T07:00:00,81,am,forecast,some_clouds,20,25,-5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12,-13,1,1,-12,-13,1,1,-20,-23,3,3,11
a63b17fbb91ccd935125ec7c8b88a3b5,mount_everest,0,greater_himalaya,central_nepal_himalaya,27.98806,86.925,"27.98806,86.925",8000,,2024-06-17T00:00:00,2024-06-16T22:00:00,2024-06-20T15:00:00,89,pm,forecast,some_clouds,15,20,-5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10,-11,1,1,-11,-12,1,1,-19,-21,2,2,12
2a759e25d7173f4c1f7427590d16af12,mount_everest,0,greater_himalaya,central_nepal_himalaya,27.98806,86.925,"27.98806,86.925",8000,,2024-06-17T00:00:00,2024-06-16T22:00:00,2024-06-20T23:00:00,97,night,forecast,some_clouds,0,5,-5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10,-11,1,1,-12,-13,1,1,-12,-13,1,1,13
dd1c2aa8f314692c023f30a3bcdd4e58,mount_everest,0,greater_himalaya,central_nepal_himalaya,27.98806,86.925,"27.98806,86.925",8000,,2024-06-17T00:00:00,2024-06-16T22:00:00,2024-06-21T07:00:00,105,am,forecast,some_clouds,10,10,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12,-13,1,1,-13,-14,1,1,-20,-19,-1,1,14
e64673257f85cda901dde1e10eaf0ef0,mount_everest,0,greater_himalaya,central_nepal_himalaya,27.98806,86.925,"27.98806,86.925",8000,,2024-06-17T00:00:00,2024-06-16T22:00:00,2024-06-21T15:00:00,113,pm,forecast,snow_shwrs,10,5,5,5,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-11,-12,1,1,-12,-12,0,0,-20,-18,-2,2,15
eafd36a6c27f47b6bf9c05132a4ddbca,mount_everest,0,greater_himalaya,central_nepal_himalaya,27.98806,86.925,"27.98806,86.925",8000,,2024-06-17T00:00:00,2024-06-16T22:00:00,2024-06-21T23:00:00,121,night,forecast,some_clouds,5,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10,-12,2,2,-12,-13,1,1,-12,-18,6,6,16
6afd786d573923ebde4e4d45455105e3,mount_everest,0,greater_himalaya,central_nepal_himalaya,27.98806,86.925,"27.98806,86.925",8000,,2024-06-17T00:00:00,2024-06-16T22:00:00,2024-06-22T07:00:00,129,am,forecast,some_clouds,5,10,-5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12,-13,1,1,-13,-13,0,0,-18,-19,1,1,17
9a5e0412ecab0ff656e92b25a00f39e4,mount_everest,0,greater_himalaya,central_nepal_himalaya,27.98806,86.925,"27.98806,86.925",8000,,2024-06-17T00:00:00,2024-06-16T22:00:00,2024-06-22T15:00:00,137,pm,forecast,snow_shwrs,5,5,0,0,3.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,-10,-11,1,1,-11,-12,1,1,-16,-17,1,1,18
a991526b37dc6bd1258a38cac39bbd1f,mount_everest,0,greater_himalaya,central_nepal_himalaya,27.98806,86.925,"27.98806,86.925",8000,,2024-06-17T00:00:00,2024-06-16T22:00:00,2024-06-22T23:00:00,145,night,forecast,some_clouds,10,5,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10,-11,1,1,-12,-13,1,1,-18,-13,-5,5,19
9a8526ab6c9922bbaa855b0e8d40b1d1,mount_everest,0,greater_himalaya,central_nepal_himalaya,27.98806,86.925,"27.98806,86.925",8000,,2024-06-17T00:00:00,2024-06-16T22:00:00,2024-06-23T07:00:00,153,am,forecast,some_clouds,10,10,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12,-13,1,1,-12,-13,1,1,-18,-17,-1,1,20
851474b0433709aa63123367f124de6d,mount_everest,0,greater_himalaya,central_nepal_himalaya,27.98806,86.925,"27.98806,86.925",8000,,2024-06-17T00:00:00,2024-06-16T22:00:00,2024-06-23T15:00:00,161,pm,forecast,snow_shwrs,5,5,0,0,4.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,-10,-11,1,1,-11,-12,1,1,-16,-15,-1,1,21
757c2efd87aca5e4e49108802b462cc8,mount_everest,0,greater_himalaya,central_nepal_himalaya,27.98806,86.925,"27.98806,86.925",8000,,2024-06-17T00:00:00,2024-06-16T22:00:00,2024-06-23T23:00:00,169,night,forecast,snow_shwrs,15,5,10,10,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,-10,-11,1,1,-12,-13,1,1,-18,-17,-1,1,22
22914a7e465c2acd84ae080c6e6ab6b0,mount_everest,0,greater_himalaya,central_nepal_himalaya,27.98806,86.925,"27.98806,86.925",8000,,2024-06-17T00:00:00,2024-06-16T22:00:00,2024-06-24T07:00:00,177,am,forecast,light_snow,10,5,5,5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-12,-12,0,0,-12,-12,0,0,-20,-15,-5,5,23
4d9d147a75db81aa51dae770aa27bd6c,mount_everest,0,greater_himalaya,central_nepal_himalaya,27.98806,86.925,"27.98806,86.925",8000,,2024-06-17T00:00:00,2024-06-16T22:00:00,2024-06-24T15:00:00,185,pm,forecast,snow_shwrs,15,5,10,10,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-10,-10,0,0,-11,-11,0,0,-16,-15,-1,1,24
3a765ebab3c61f17ee41fa8de3a485c9,mount_everest,0,greater_himalaya,central_nepal_himalaya,27.98806,86.925,"27.98806,86.925",8000,,2024-06-17T00:00:00,2024-06-16T22:00:00,2024-06-24T23:00:00,193,night,forecast,some_clouds,15,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10,-10,0,0,-11,-11,0,0,-15,-17,2,2,25
0453a6eac2ec6c54e416a0e1a122982d,mount_everest,0,greater_himalaya,central_nepal_himalaya,27.98806,86.925,"27.98806,86.925",8000,,2024-06-17T00:00:00,2024-06-16T22:00:00,2024-06-25T07:00:00,201,am,forecast,light_snow,5,10,-5,5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-12,-12,0,0,-12,-12,0,0,-17,-16,-1,1,26
9ae3f85a5d3d9fd17488fd8779009df0,mount_everest,0,greater_himalaya,central_nepal_himalaya,27.98806,86.925,"27.98806,86.925",8000,,2024-06-17T00:00:00,2024-06-16T22:00:00,2024-06-25T15:00:00,209,pm,forecast,snow_shwrs,5,0,5,5,2.0,3.0,-1.0,1.0,0.0,0.0,0.0,0.0,-10,-10,0,0,-11,-11,0,0,-11,-16,5,5,27
