fact_forecasts_key,mtn_name,region_group_key,mtn_range,subrange,latitude,longitude,geo_dimension,elevation,elevation_feature,time_of_scrape,local_time_issued,local_time_of_forecast,time_diff_hours,forecast_time_name,forecast_status,forecast_phrase,wind_speed,actual_wind_speed,wind_speed_diff,abs_wind_speed_diff,snow,actual_snow,snow_diff,abs_snow_diff,rain,actual_rain,rain_diff,abs_rain_diff,max_temp,actual_max_temp,max_temp_diff,abs_max_temp_diff,min_temp,actual_min_temp,min_temp_diff,abs_min_temp_diff,chill,actual_chill,chill_diff,abs_chill_diff,i
75407b8ad702746010997dacec2cd8dd,mount_everest,0,greater_himalaya,central_nepal_himalaya,27.98806,86.925,"27.98806,86.925",8000,,2024-06-07T17:00:00,2024-06-07T16:00:00,2024-06-07T15:00:00,-1,pm,actual,some_clouds,15,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13,-13,0,0,-15,-15,0,0,-24,-24,0,0,1
3af37219c15de2bf54be9d37ebaa480d,mount_everest,0,greater_himalaya,central_nepal_himalaya,27.98806,86.925,"27.98806,86.925",8000,,2024-06-07T17:00:00,2024-06-07T16:00:00,2024-06-07T23:00:00,7,night,forecast,clear,10,10,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13,-13,0,0,-14,-14,0,0,-20,-20,0,0,2
61688d53f093cea17005450d750fc864,mount_everest,0,greater_himalaya,central_nepal_himalaya,27.98806,86.925,"27.98806,86.925",8000,,2024-06-07T17:00:00,2024-06-07T16:00:00,2024-06-08T07:00:00,15,am,forecast,clear,10,10,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15,-15,0,0,-15,-15,0,0,-19,-20,1,1,3
03f11bca2881ccf70e46d9cc7eac4727,mount_everest,0,greater_himalaya,central_nepal_himalaya,27.98806,86.925,"27.98806,86.925",8000,,2024-06-07T17:00:00,2024-06-07T16:00:00,2024-06-08T15:00:00,23,pm,forecast,clear,20,20,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13,-13,0,0,-14,-14,0,0,-22,-22,0,0,4
adefb60344a7fb5435b83d704c539f72,mount_everest,0,greater_himalaya,central_nepal_himalaya,27.98806,86.925,"27.98806,86.925",8000,,2024-06-07T17:00:00,2024-06-07T16:00:00,2024-06-08T23:00:00,31,night,forecast,clear,10,20,-10,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13,-12,-1,1,-13,-13,0,0,-19,-20,1,1,5
56b5cab4f59a2feadae022dde0db0ec7,mount_everest,0,greater_himalaya,central_nepal_himalaya,27.98806,86.925,"27.98806,86.925",8000,,2024-06-07T17:00:00,2024-06-07T16:00:00,2024-06-09T07:00:00,39,am,forecast,clear,10,30,-20,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14,-13,-1,1,-14,-14,0,0,-21,-24,3,3,6
5d39d8106e235f9adec57f9393c3c44b,mount_everest,0,greater_himalaya,central_nepal_himalaya,27.98806,86.925,"27.98806,86.925",8000,,2024-06-07T17:00:00,2024-06-07T16:00:00,2024-06-09T15:00:00,47,pm,forecast,some_clouds,10,20,-10,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13,-12,-1,1,-14,-14,0,0,-21,-24,3,3,7
7026b1e96b442194d547e2d908e65a50,mount_everest,0,greater_himalaya,central_nepal_himalaya,27.98806,86.925,"27.98806,86.925",8000,,2024-06-07T17:00:00,2024-06-07T16:00:00,2024-06-09T23:00:00,55,night,forecast,clear,15,20,-5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13,-12,-1,1,-13,-13,0,0,-20,-22,2,2,8
26d807700d806d3915eb992d9121d381,mount_everest,0,greater_himalaya,central_nepal_himalaya,27.98806,86.925,"27.98806,86.925",8000,,2024-06-07T17:00:00,2024-06-07T16:00:00,2024-06-10T07:00:00,63,am,forecast,clear,10,30,-20,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13,-13,0,0,-13,-13,0,0,-20,-24,4,4,9
2df82d6de5f96ada7efcea578559aa07,mount_everest,0,greater_himalaya,central_nepal_himalaya,27.98806,86.925,"27.98806,86.925",8000,,2024-06-07T17:00:00,2024-06-07T16:00:00,2024-06-10T15:00:00,71,pm,forecast,snow_shwrs,10,20,-10,10,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,-12,-13,1,1,-13,-13,0,0,-21,-22,1,1,10
e9c4544acc9d6da0d138194adfbc2609,mount_everest,0,greater_himalaya,central_nepal_himalaya,27.98806,86.925,"27.98806,86.925",8000,,2024-06-07T17:00:00,2024-06-07T16:00:00,2024-06-10T23:00:00,79,night,forecast,some_clouds,0,15,-15,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12,-13,1,1,-13,-13,0,0,-13,-20,7,7,11
